日付け,終値,始値,高値,安値,出来高(M),変化率(%)
1987-02-12,1.7883044033233877,1.7816580241238473,1.7478684297966172,1.8183174519273502,8.850079989232913,8.65011065654193
1987-02-13,1.5920685120685074,1.6650467828509035,1.6322888118036323,1.6206522322261059,1.9957640849392606,-2.9029106196744743
1987-02-16,1.6515339336608954,1.4713535346348274,1.6126990460421093,1.4848821823303016,1.5012834000221082,0.9178994610668364
1987-02-17,1.7883044033233877,1.6650467828509035,1.7850889847435105,1.6805507836507254,5.665247144031101,2.0849251342639734
1987-02-18,1.9627363066610586,1.8587400310669797,1.9202583684980177,1.8961855687793556,4.9745566512148685,2.559195841636326
1987-02-19,2.0598631619286256,2.052433279283055,2.0162482207294796,2.0319556186751595,4.600199526897438,1.3548679779717003
1987-02-20,2.3512437277313265,2.1295152862261877,2.323807543185388,2.1697222869517843,5.831166313562054,3.987336848105881
1987-02-23,2.836878004069161,2.420055158550301,2.7841670385811743,2.405323255888621,5.004127986824913,6.1828372013351975
1987-02-24,3.5365877981395926,3.291674775522643,3.512906324909823,3.3237677110661195,3.4586660498210375,7.984000112479637
1987-02-25,3.1857418107445037,3.291674775522643,3.3209266204468992,3.2079638449785217,4.485750465833697,-3.4944167828017902
1987-02-26,3.07077532899922,3.2541220029093214,3.3032958312615293,3.0302648090854833,1.4128890833066774,-1.2296409329899953
1987-02-27,3.205563617941966,3.1177461444714725,3.3209266204468992,3.05023099289369,1.3989825633170887,1.4561167806691688
1987-03-02,3.3998173284771,3.428050633960492,3.416916472678362,3.3637000786825326,1.178396384171891,2.0476229437964846
1987-03-03,3.6138928462096964,3.4656034065738135,3.552085856432869,3.441568195534537,3.5031029757647807,2.175516168256445
1987-03-04,3.8081465567448305,3.9893657614438145,3.9556350311202393,3.832905398175385,4.404069641527034,1.8930852975740329
1987-03-05,3.8676119783372185,3.718590506284605,3.916455499597194,3.7750034651315856,0.5887279676018651,0.5555353250969491
1987-03-06,3.770485123069651,3.9696011442789088,3.916455499597194,3.7949696489397917,0.4160153831334689,-0.9205656405450914
1987-03-09,3.7308415086747253,3.8549663647224555,3.8204656473657312,3.7750034651315856,-0.646314868025217,-0.38767720529525723
1987-03-10,3.6535364606046214,3.6415084993414735,3.6676654744258532,3.677169164471374,-0.4254089987653157,-0.7500413412651444
1987-03-11,3.7308415086747253,3.718590506284605,3.72447579513427,3.6971353482795806,-0.05249047996404968,0.7420462774343911
1987-03-12,3.8081465567448305,3.7956725132277382,3.744065560895793,3.7750034651315856,-0.06991359121537336,0.7313885087293943
1987-03-13,3.8081465567448305,3.8925191373357757,3.840055413127254,3.8528715819835915,0.09968201463466661,-0.009326416267875011
1987-03-16,3.7308415086747253,3.815437130392644,3.8028348581803613,3.7750034651315856,-0.7491751624309668,-0.7393835725601479
1987-03-17,3.6733582678020844,3.6988258891197,3.6872552401873757,3.6971353482795806,-0.5973223579469537,-0.5582015045752042
1987-03-18,3.6138928462096964,3.679061271954794,3.6872552401873757,3.6572029806631674,-0.49789873227426296,-0.5848459263376959
1987-03-19,3.3998173284771,3.601979265011662,3.5912653879559144,3.4036324462989453,-0.30920164207070777,-2.1035779667997234
1987-03-20,3.322512280406996,3.3114393926875487,3.3032958312615293,3.26586577802232,-0.12897633990678678,-0.7980013004376296
1987-03-23,3.3423340876044585,3.3885213996306804,3.416916472678362,3.3836662624907388,-0.759724936216172,0.19317118912706197
1987-03-24,3.2650290395343533,3.408286016795586,3.360106151969945,3.305798145638733,-0.7623623796624733,-0.8086590691426263
1987-03-25,3.2253854251394287,3.234357385744416,3.2073059790300666,3.225933410405907,-0.350281821810067,-0.4249793957627456
1987-03-26,3.379995521279637,3.291674775522643,3.360106151969945,3.2858319618305263,-0.12474044588696957,1.6213121955966174
1987-03-27,3.6138928462096964,3.4656034065738135,3.744065560895793,3.441568195534537,1.7861272922226465,2.3833426580038806
1987-03-30,3.322512280406996,3.661273116506379,3.6480757086643303,3.3237677110661195,-0.6307299749334366,-2.8656084292069863
1987-03-31,3.439460942872025,3.157275378801284,3.552085856432869,3.187997661170315,-0.4250093861219367,1.2003303317492484
1987-04-01,3.633714653407159,3.661273116506379,3.6480757086643303,3.5993010476193694,0.39028032889986247,1.957031909804013
1987-04-02,3.556409605337055,3.6988258891197,3.6480757086643303,3.5993010476193694,-0.7447794233537981,-0.7660279943226395
1987-04-03,3.6733582678020844,3.6988258891197,3.6676654744258532,3.6172706130467547,0.15890460838343196,1.147041488224265
1987-04-06,3.556409605337055,3.7956725132277382,3.744065560895793,3.579334863811163,-0.34548647008951927,-1.1443787833500216
1987-04-07,3.6138928462096964,3.679061271954794,3.6284859429028073,3.6372367968549613,-0.9714397146783567,0.5608642094494475
1987-04-08,3.5940710390122335,3.601979265011662,3.5716756221943915,3.5993010476193694,-0.8386883945478588,-0.20116625295781532
1987-04-09,3.51676599094213,3.562450030681851,3.532496090671346,3.4815005631509504,-0.9574532721600924,-0.7713568786751378
1987-04-10,3.3998173284771,3.3885213996306804,3.436506238439885,3.441568195534537,-0.7900954971129747,-1.176352089465012
1987-04-13,3.379995521279637,3.408286016795586,3.3992856834929905,3.3836662624907388,-0.9739173130673063,-0.211824021662812
1987-04-14,3.556409605337055,3.35096862701736,3.5912653879559144,3.3637000786825326,-0.6443967273369978,1.7971653792290627
1987-04-15,3.439460942872025,3.6217438821765677,3.5716756221943915,3.4815005631509504,-0.16853799160130592,-1.165694320760015
1987-04-16,3.5940710390122335,3.5822146478467567,3.532496090671346,3.5593686800029563,-0.814312023301741,1.5573655833666373
