日付け,終値,始値,高値,安値,出来高(M),変化率(%)
1987-02-12,1.7888121479511638,1.781400762879745,1.7488626799455185,1.8170174493000444,3.4585574683119473,2.033901105821396
1987-02-13,1.5925799161984235,1.6648292943668332,1.6332773306557453,1.6194579054407507,2.4037924524321466,-3.504784230927556
1987-02-16,1.652044228850769,1.4712021093792846,1.6136865934879872,1.4837604409717409,1.8314515338873008,1.1508281799153495
1987-02-17,1.7888121479511638,1.6648292943668332,1.7860850805642592,1.679324433882961,6.651067156351575,2.572835317955233
1987-02-18,1.9632407983980436,1.8584564793543819,1.92126116702179,1.8948439362749177,5.851621509339362,3.150728629761396
1987-02-19,2.0603658423968745,2.0520836643419296,2.017255779143805,2.0305414007439273,5.418318638406106,1.6832692087704657
1987-02-20,2.3517409743933677,2.1291393808165666,2.324830352677609,2.1682344161610105,6.8431117251085,4.890901748458605
1987-02-23,2.837366194387523,2.419580158297889,2.7852126761199254,2.403709428033704,5.885849105890451,7.566093259291626
1987-02-24,3.5370629399301214,3.290902490741856,3.5139880987605294,3.321662864147593,4.097040904516332,9.7607892074993
1987-02-25,3.1862234952812827,3.290902490741856,3.321998874516499,3.2059209091593197,5.285848589051617,-4.22552757486558
1987-02-26,3.071259157486748,3.253362526305494,3.304367211065517,3.0283168747807636,1.7291387723048537,-1.4659246814091849
1987-02-27,3.2060449328320644,3.1170331817734453,3.321998874516499,3.0482723842615003,1.7130425512240708,1.8066396910661633
1987-03-02,3.4002950208297262,3.427231835273905,3.417993486638515,3.3615738831090667,1.457723182356482,2.527383035004186
1987-03-03,3.6143665463781702,3.464771799710267,3.5531695730960458,3.439400370083939,4.148474806360673,2.6832194336934885
1987-03-04,3.808616634375832,3.988355514217413,3.9567387587518645,3.8305283559063796,5.191306416956445,2.339080719921279
1987-03-05,3.8680809470281776,3.7176726127552273,3.917557284416348,3.772657378412242,0.7752064057242093,0.7092917169623263
1987-03-06,3.7709559030293462,3.9685976381982755,3.917557284416348,3.792612887892979,0.5752987404623033,-1.089320051243371
1987-03-09,3.7313130279277824,3.8540019572872772,3.8215626722943323,3.772657378412242,-0.6543045388811732,-0.44000172337127813
1987-03-10,3.6540094214797336,3.640616896280591,3.6687549223858182,3.6748753819566327,-0.39861514194276143,-0.8815381863243013
1987-03-11,3.7313130279277824,3.7176726127552273,3.725568060172318,3.6948308914373693,0.033022602671793244,0.9365531317175587
1987-03-12,3.808616634375832,3.7947283292298644,3.7451587973400757,3.772657378412242,0.012856072811961862,0.9235667651601168
1987-03-13,3.808616634375832,3.891541921723638,3.8411534094620907,3.8504838653871163,0.20915596438334744,0.021014289417907842
1987-03-16,3.7313130279277824,3.8144862052490023,3.8039310088433504,3.772657378412242,-0.7733610706683424,-0.8685518197668595
1987-03-17,3.6738308590305158,3.69791473673609,3.6883456595535766,3.6948308914373693,-0.5975977370276108,-0.6477835882903479
1987-03-18,3.6143665463781702,3.678156860716952,3.6883456595535766,3.654919872475896,-0.48251900700178435,-0.6802495046839525
1987-03-19,3.4002950208297262,3.601101144242316,3.592351047431562,3.40148490207054,-0.26410993819874895,-2.5308067391194173
1987-03-20,3.3229914143816774,3.310660366760994,3.304367211065517,3.263791886653457,-0.055506613272512065,-0.9399768358327897
1987-03-23,3.342812851932459,3.3877160832356297,3.417993486638515,3.3815293925898033,-0.785571997005488,0.26775525400930317
1987-03-24,3.2655092454844095,3.4074739592547676,3.3611803488520153,3.303702905614929,-0.7886247285897744,-0.9529632023902315
1987-03-25,3.2258663703828465,3.233604650286358,3.2083725989435012,3.2238808676919835,-0.31165854529945203,-0.48545400632232466
1987-03-26,3.380473583278944,3.290902490741856,3.3611803488520153,3.283747396134194,-0.0506037413341127,2.007928372706512
1987-03-27,3.6143665463781702,3.464771799710267,3.7451587973400757,3.439400370083939,2.1611465449902307,2.9364535815636055
1987-03-30,3.3229914143816774,3.6603747722997286,3.6491641852180603,3.321662864147593,-0.6362656704285717,0.021014289417907842
1987-03-31,3.4399378959312896,3.1565489338117203,3.5531695730960458,3.185965399678583,-0.3981526068542332,1.4949668936875586
1987-04-01,3.634187983928952,3.6603747722997286,3.6491641852180603,3.59704889498176,0.5455114807610846,2.4169989192659305
1987-04-02,3.556884377480903,3.69791473673609,3.6491641852180603,3.59704889498176,-0.7682731846945318,-0.901017736160464
1987-04-03,3.6738308590305158,3.69791473673609,3.6687549223858182,3.6150088535144227,0.277703664503233,1.4300350609003494
1987-04-06,3.556884377480903,3.7947283292298644,3.7451587973400757,3.577093385501023,-0.3061081242371132,-1.36203374894965
1987-04-07,3.6143665463781702,3.678156860716952,3.629573448050302,3.6349643629951593,-1.0306230869077502,0.7157849002410472
1987-04-08,3.594545108827388,3.601101144242316,3.5727603102638037,3.59704889498176,-0.8769689304986684,-0.2127403086160456
1987-04-09,3.5172415023793397,3.561585392204041,3.5335788359282874,3.479311389045413,-1.0144343588092617,-0.9075109194391849
1987-04-10,3.4002950208297262,3.3877160832356297,3.437584223806273,3.439400370083939,-0.8207246637336343,-1.4009928486219756
1987-04-13,3.380473583278944,3.4074739592547676,3.4003618231875317,3.3815293925898033,-1.0334908044566253,-0.22572667517348746
1987-04-14,3.556884377480903,3.350176118799269,3.592351047431562,3.3615738831090667,-0.6520843704562376,2.222203420904303
1987-04-15,3.4399378959312896,3.6208590202614537,3.5727603102638037,3.479311389045413,-0.10129758703680784,-1.3880064820645337
1987-04-16,3.594545108827388,3.5813432682231783,3.5335788359282874,3.5571378760202865,-0.8487542900984457,1.9300101733618609
