日付け,終値,始値,高値,安値,出来高(M),変化率(%)
1987-02-12,0.5474532795895933,0.5397398843930635,0.5355348169418521,0.5528156054471843,0.9999999999999998,1.0
1987-02-13,0.5111762550384756,0.5184248554913294,0.5143575017946878,0.5163783584836216,0.3250594179402829,0.30041949015811553
1987-02-16,0.5221692927812386,0.4830202312138727,0.5107681263460158,0.4913507545086492,0.27636818661168205,0.531784446595676
1987-02-17,0.5474532795895933,0.5184248554913294,0.5423546302943288,0.52741994847258,0.6863913241937258,0.6024524040012909
1987-02-18,0.5796995236350311,0.5538294797687862,0.5671213208901651,0.5671696724328303,0.6183794248658177,0.6311713455953534
1987-02-19,0.5976548186148772,0.5892341040462427,0.5847092605886576,0.5921972764078027,0.5815166921127601,0.558244595030655
1987-02-20,0.6515207035544156,0.6033236994219653,0.6410624551328069,0.6175929333824071,0.7027292902900852,0.7176508551145531
1987-02-23,0.741297178453646,0.6564306358381502,0.7254127781765972,0.6610231873389768,0.6212912974359779,0.8505969667634721
1987-02-24,0.8706485892268232,0.8157514450867052,0.858937544867193,0.8303275671696725,0.4691105409787038,0.9596644078735077
1987-02-25,0.8057896665445219,0.8157514450867052,0.823761665470208,0.8089804931910195,0.5702469582736529,0.26460148434979025
1987-02-26,0.7845364602418468,0.808887283236994,0.8205312275664034,0.7762237762237761,0.2676640486046621,0.40174249757986447
1987-02-27,0.8094540124587761,0.7839595375722542,0.823761665470208,0.7799043062200955,0.2662946815041002,0.564375605033882
1987-03-02,0.8453646024184682,0.8406791907514449,0.8413496051687006,0.8376886271623114,0.24457368611587674,0.6001936108422072
1987-03-03,0.8849395382924148,0.8475433526011561,0.8661162957645369,0.8520426941479572,0.4734862197598097,0.6079380445304937
1987-03-04,0.9208501282521071,0.9432803468208092,0.9400574300071787,0.924181082075819,0.562203894039318,0.590835753468861
1987-03-05,0.93184316599487,0.8937861271676298,0.9328786791098349,0.9135075450864923,0.18650937308170554,0.5098418844788641
1987-03-06,0.9138878710150238,0.9396676300578034,0.9328786791098349,0.9171880750828117,0.1695024632867958,0.420458212326557
1987-03-09,0.9065591791865151,0.9187138728323698,0.9152907394113422,0.9135075450864923,0.06489540868525016,0.4527266860277509
1987-03-10,0.8922682301209235,0.8796965317919073,0.8872936109117012,0.895472948104527,0.0866478837769348,0.430784123910939
1987-03-11,0.9065591791865151,0.8937861271676298,0.8977027997128499,0.8991534781008466,0.12336895786441689,0.521135850274282
1987-03-12,0.9208501282521071,0.9078757225433525,0.9012921751615218,0.9135075450864923,0.12165331402578183,0.5204904808002582
1987-03-13,0.9208501282521071,0.9255780346820808,0.9188801148600142,0.9278616120721385,0.13835329671194493,0.4756373023555986
1987-03-16,0.9065591791865151,0.9114884393063583,0.9120603015075376,0.9135075450864923,0.0547668140966112,0.4314294933849629
1987-03-17,0.8959325760351777,0.890173410404624,0.8908829863603731,0.8991534781008466,0.06971967324067807,0.44240077444336884
1987-03-18,0.8849395382924148,0.8865606936416183,0.8908829863603731,0.8917924181082075,0.0795098610171092,0.44078735075830916
1987-03-19,0.8453646024184682,0.8724710982658958,0.8732950466618807,0.8450496871549503,0.09809075598507859,0.34882220070990644
1987-03-20,0.8310736533528766,0.819364161849711,0.8205312275664034,0.8196540301803459,0.11583743881132637,0.42787996127783157
1987-03-23,0.8347379992671309,0.8334537572254334,0.8413496051687006,0.8413691571586308,0.05372798388239182,0.4878993223620523
1987-03-24,0.8204470502015389,0.8370664739884391,0.8309404163675519,0.8270150901729848,0.05346827632883697,0.4272345918038077
1987-03-25,0.8131183583730304,0.8052745664739883,0.8029432878679108,0.812292970187707,0.09404561409031525,0.45046789286866734
1987-03-26,0.841700256504214,0.8157514450867052,0.8309404163675519,0.8233345601766653,0.11625454488218719,0.574378831881252
1987-03-27,0.8849395382924148,0.8475433526011561,0.9012921751615218,0.8520426941479572,0.3044166023956053,0.6205227492739593
1987-03-30,0.8310736533528766,0.8833092485549131,0.8837042354630292,0.8303275671696725,0.06643004422898335,0.3026782833171991
1987-03-31,0.8526932942469769,0.7911849710982658,0.8661162957645369,0.8052999631947,0.08668723340626129,0.5488867376573088
1987-04-01,0.8886038842066692,0.8833092485549131,0.8837042354630292,0.8811188811188813,0.16696834715816972,0.5947079703130043
1987-04-02,0.8743129351410774,0.890173410404624,0.8837042354630292,0.8811188811188813,0.05519966001920261,0.4298160696999032
1987-04-03,0.8959325760351777,0.890173410404624,0.8872936109117012,0.8844313581155686,0.14418491177813103,0.5456598902871894
1987-04-06,0.8743129351410774,0.9078757225433525,0.9012921751615218,0.8774383511225617,0.09451780964223315,0.4069054533720555
1987-04-07,0.8849395382924148,0.8865606936416183,0.8801148600143573,0.8881118881118881,0.032880550265216496,0.5101645692158762
1987-04-08,0.8812751923781605,0.8724710982658958,0.8697056712132087,0.8811188811188813,0.04595249712747705,0.46402065182316876
1987-04-09,0.866984243312569,0.8652456647398843,0.862526920315865,0.8594037541405962,0.03425778729164371,0.42949338496289124
1987-04-10,0.8453646024184682,0.8334537572254334,0.8449389806173726,0.8520426941479572,0.05073741205357844,0.4049693449499839
1987-04-13,0.841700256504214,0.8370664739884391,0.8381191672648958,0.8413691571586308,0.03263658256339226,0.4633752823491449
1987-04-14,0.8743129351410774,0.8265895953757225,0.8732950466618807,0.8376886271623114,0.06508428690601734,0.5850274282026461
1987-04-15,0.8526932942469769,0.8760838150289015,0.8697056712132087,0.8594037541405962,0.1119418255080037,0.40561471442400776
